,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_pre,param_rf__bootstrap,param_rf__class_weight,param_rf__min_samples_split,param_rf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,mean_train_score,std_train_score
18,0.2021787166595459,0.005474707293743965,0.0066988808768136164,0.007735201670987829,Identity(),True,,4,100,"{'pre': Identity(), 'rf__bootstrap': True, 'rf__class_weight': None, 'rf__min_samples_split': 4, 'rf__n_estimators': 100}",0.9166666666666666,0.9066666666666666,0.93,0.9066666666666666,0.9233333333333333,0.8766666666666667,0.91,0.9100000000000001,0.015836465855538943,93,0.9961111111111111,0.9983333333333333,0.9983333333333333,0.9983333333333333,0.9994444444444445,0.9977777777777778,0.9994444444444445,0.9982539682539681,0.0010468972982756515
19,0.30056612832205637,0.0019543325176565284,0.015210151672363281,0.001287758946477742,Identity(),True,,4,150,"{'pre': Identity(), 'rf__bootstrap': True, 'rf__class_weight': None, 'rf__min_samples_split': 4, 'rf__n_estimators': 150}",0.91,0.9033333333333333,0.93,0.9066666666666666,0.93,0.8833333333333333,0.91,0.9104761904761904,0.014952684255340581,92,0.9972222222222222,0.9983333333333333,0.9983333333333333,0.9977777777777778,0.9983333333333333,0.9983333333333333,0.9988888888888889,0.9981746031746032,0.0004892392065848413
20,0.39876178332737516,0.006578704460730602,0.01570258821759905,0.00013871032040763427,Identity(),True,,4,200,"{'pre': Identity(), 'rf__bootstrap': True, 'rf__class_weight': None, 'rf__min_samples_split': 4, 'rf__n_estimators': 200}",0.91,0.9066666666666666,0.93,0.9133333333333333,0.9333333333333333,0.8833333333333333,0.91,0.9123809523809524,0.015297503242103837,82,0.9972222222222222,0.9983333333333333,0.9983333333333333,0.9983333333333333,0.9983333333333333,0.9983333333333333,0.9988888888888889,0.9982539682539681,0.0004627739599083588
21,0.19714651788984025,0.0073629053508671456,0.010322536740984236,0.00684380245582273,Identity(),True,,5,100,"{'pre': Identity(), 'rf__bootstrap': True, 'rf__class_weight': None, 'rf__min_samples_split': 5, 'rf__n_estimators': 100}",0.91,0.9066666666666666,0.9333333333333333,0.9033333333333333,0.9266666666666666,0.8833333333333333,0.9,0.909047619047619,0.015503638662952108,94,0.9922222222222222,0.9911111111111112,0.9916666666666667,0.9955555555555555,0.9955555555555555,0.995,0.9944444444444445,0.9936507936507937,0.00177820289701649
22,0.2992559160505022,0.007651316819144843,0.012484005519321986,0.005340535217418676,Identity(),True,,5,150,"{'pre': Identity(), 'rf__bootstrap': True, 'rf__class_weight': None, 'rf__min_samples_split': 5, 'rf__n_estimators': 150}",0.9133333333333333,0.91,0.9333333333333333,0.9033333333333333,0.9266666666666666,0.8866666666666667,0.9066666666666666,0.9114285714285714,0.014238015607358136,88,0.9922222222222222,0.9938888888888889,0.9933333333333333,0.995,0.995,0.9933333333333333,0.995,0.993968253968254,0.0010038976698947275
23,0.40386904988970074,0.007085507952966835,0.015840564455304827,0.00035093813617411877,Identity(),True,,5,200,"{'pre': Identity(), 'rf__bootstrap': True, 'rf__class_weight': None, 'rf__min_samples_split': 5, 'rf__n_estimators': 200}",0.9133333333333333,0.9066666666666666,0.9366666666666666,0.9066666666666666,0.9266666666666666,0.8866666666666667,0.9033333333333333,0.9114285714285714,0.015103572883003513,88,0.9933333333333333,0.9938888888888889,0.9938888888888889,0.9961111111111111,0.9955555555555555,0.995,0.9944444444444445,0.9946031746031746,0.0009255479198166958
24,0.2840158939361572,0.006531672581964281,0.0022322790963309152,0.005467944749491879,Identity(),False,balanced,2,100,"{'pre': Identity(), 'rf__bootstrap': False, 'rf__class_weight': 'balanced', 'rf__min_samples_split': 2, 'rf__n_estimators': 100}",0.9233333333333333,0.9,0.9333333333333333,0.9133333333333333,0.9333333333333333,0.8833333333333333,0.9133333333333333,0.9142857142857143,0.016781914463529626,59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
25,0.4312467575073242,0.008167106233329545,0.013410466057913644,0.005475069536992056,Identity(),False,balanced,2,150,"{'pre': Identity(), 'rf__bootstrap': False, 'rf__class_weight': 'balanced', 'rf__min_samples_split': 2, 'rf__n_estimators': 150}",0.9133333333333333,0.9,0.93,0.9166666666666666,0.9333333333333333,0.8833333333333333,0.9166666666666666,0.9133333333333333,0.01593638145779193,69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
26,0.5774916921343122,0.01662675695956027,0.016132661274501255,0.003245327369875832,Identity(),False,balanced,2,200,"{'pre': Identity(), 'rf__bootstrap': False, 'rf__class_weight': 'balanced', 'rf__min_samples_split': 2, 'rf__n_estimators': 200}",0.9133333333333333,0.9033333333333333,0.9333333333333333,0.92,0.9333333333333333,0.8833333333333333,0.9166666666666666,0.9147619047619048,0.016218463205644205,48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
27,0.2841848645891462,0.00476666316816389,0.008930887494768416,0.007734376095561934,Identity(),False,balanced,3,100,"{'pre': Identity(), 'rf__bootstrap': False, 'rf__class_weight': 'balanced', 'rf__min_samples_split': 3, 'rf__n_estimators': 100}",0.9166666666666666,0.9033333333333333,0.93,0.9166666666666666,0.9266666666666666,0.9,0.9133333333333333,0.9152380952380952,0.010213147899774866,37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
28,0.424140351159232,0.0005527072175061318,0.015718323843819753,0.00012722063235185395,Identity(),False,balanced,3,150,"{'pre': Identity(), 'rf__bootstrap': False, 'rf__class_weight': 'balanced', 'rf__min_samples_split': 3, 'rf__n_estimators': 150}",0.9166666666666666,0.9066666666666666,0.9333333333333333,0.9166666666666666,0.9333333333333333,0.9,0.9133333333333333,0.9171428571428571,0.011605769149479951,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
29,0.569904123033796,0.007197007376818251,0.01802924701145717,0.0054251799994519696,Identity(),False,balanced,3,200,"{'pre': Identity(), 'rf__bootstrap': False, 'rf__class_weight': 'balanced', 'rf__min_samples_split': 3, 'rf__n_estimators': 200}",0.9133333333333333,0.9066666666666666,0.9333333333333333,0.9166666666666666,0.93,0.9033333333333333,0.9133333333333333,0.9166666666666666,0.010389249632986416,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
